Dryer,temp,hum,dayOfWeeks
0.000186667,37.2,0.87,2
0.000148889,37.29,0.87,2
0.000118889,37.51,0.87,2
0.000073333,38.05,0.87,2
0.000087222,38.99,0.85,2
0.0002,39.18,0.87,2
0.000207222,39.74,0.86,2
0.000311667,39.97,0.86,2
0.000201111,40.02,0.86,2
0.000102778,40.13,0.87,2
0.000050556,40.24,0.86,2
0.000138333,40.03,0.88,2
0.000206111,40.64,0.84,2
0.000378889,40.17,0.85,2
0.000356111,40.61,0.84,2
0.000287778,40.61,0.86,2
0.000316111,40.66,0.86,2
0.000126111,40.68,0.86,2
0.000175,40.79,0.85,2
0.000150556,40.73,0.84,3
0.000171667,40.9,0.85,3
0.000341667,41.38,0.84,3
0.000339444,41.4,0.84,3
0.000306667,41.49,0.84,3
0.000356111,41.53,0.83,3
0.000126667,41.08,0.86,3
0.00013,41.06,0.88,3
0.000158333,41.03,0.88,3
0.000177222,41.91,0.84,3
0.000336111,42.18,0.84,3
0.000355,41.96,0.88,3
0.000280556,42.58,0.86,3
0.000315556,43.27,0.88,3
0.000145,42.88,0.91,3
0.000145556,43.21,0.91,3
0.000127778,43.86,0.91,3
0.000200556,43.73,0.91,3
0.000350556,44.32,0.91,3
0.000302222,45.18,0.91,3
0.000271111,45.08,0.93,3
0.000345,45.84,0.93,3
0.000127222,46.61,0.93,3
0.000146667,48.74,0.91,3
0.000118889,49.09,0.93,4
0.000167778,56,0.86,4
0.000341111,56.93,0.84,4
0.000303333,55.94,0.9,4
0.000268333,57.15,0.83,4
0.000345,55.8,0.84,4
0.000120556,51.02,0.76,4
0.000126111,48.09,0.8,4
0.000165,47.16,0.77,4
0.000168333,46.71,0.7,4
0.000328889,46.14,0.67,4
0.000297222,47.24,0.56,4
0.000268889,46.64,0.56,4
0.000317222,44.39,0.66,4
0.000127778,45.14,0.55,4
0.000128333,45.58,0.52,4
0.000138889,44.74,0.56,4
0.000166667,44.16,0.55,4
0.00037,43.85,0.56,4
0.000352778,42.58,0.61,4
0.000285,41.7,0.63,4
0.000314444,41.27,0.62,4
0.000115556,41.27,0.61,4
0.000146667,40.37,0.6,4
0.000162778,40.21,0.59,5
0.000200556,39.97,0.58,5
0.000188333,39.8,0.62,5
0.000172222,39.7,0.63,5
0.000155,39.04,0.66,5
0.000151111,39.43,0.63,5
0.000127222,38.77,0.65,5
0.000163889,38.58,0.64,5
0.000144444,38.7,0.64,5
0.000136667,39.45,0.63,5
0.000172778,40.32,0.62,5
0.000166111,40.79,0.61,5
0.000198333,42.35,0.57,5
0.000185556,43.49,0.55,5
0.000127778,44.21,0.53,5
0.000144444,43.69,0.54,5
0.000132778,42.37,0.57,5
0.000162222,38.14,0.66,5
0.000201111,34.7,0.75,5
0.000192778,31.35,0.83,5
0.000195556,29.31,0.86,5
0.000179444,28.79,0.87,5
0.000145556,27.61,0.92,5
0.000130556,27.16,0.9,5
0.000133333,26.78,0.9,6
0.000141111,26.38,0.88,6
0.000171667,26.1,0.91,6
0.000158889,28.66,0.88,6
0.000168333,30.08,0.88,6
0.000155,34.55,0.77,6
0.00013,34.25,0.78,6
0.000131667,32.81,0.81,6
0.000138889,32.93,0.81,6
0.000157778,35.34,0.81,6
0.000201667,38.39,0.75,6
0.000198889,42.52,0.66,6
0.000198333,43.85,0.63,6
0.000169444,45.07,0.63,6
0.000155,47.04,0.59,6
0.000127778,47.34,0.59,6
0.000165556,45.87,0.61,6
0.000151111,39.09,0.75,6
0.000163889,36.39,0.82,6
0.00016,34.89,0.85,6
0.000158333,34.38,0.86,6
0.000166667,35.86,0.83,6
0.000131111,39.68,0.77,6
0.00013,42.45,0.7,6
0.000140556,43.68,0.69,0
0.000165,44.7,0.66,0
0.000265,45.01,0.69,0
0.000298889,42.65,0.83,0
0.000338333,41.88,0.88,0
0.000213889,40.58,0.95,0
0.000157778,40.47,0.95,0
0.000132222,40.81,0.93,0
0.000125556,40.92,0.93,0
0.000194444,41.82,0.92,0
0.000305556,43.18,0.84,0
0.000341111,43.64,0.79,0
0.000338889,42.89,0.78,0
0.000280556,42.83,0.7,0
0.000129444,42.08,0.69,0
0.000138889,41.74,0.66,0
0.00016,40.41,0.66,0
0.000147222,38.86,0.64,0
0.000173889,37.63,0.67,0
0.000168889,36.68,0.65,0
0.000164444,35.82,0.66,0
0.000158889,35.4,0.64,0
0.000128333,34.59,0.62,0
0.000132778,34.3,0.6,0
0.000133889,33.96,0.6,1
0.000141667,32.94,0.68,1
0.000158333,33.31,0.66,1
0.000158889,32.79,0.68,1
0.000161111,32.04,0.71,1
0.000167778,31.46,0.72,1
0.000130556,31.37,0.68,1
0.000148333,31.23,0.7,1
0.00014,30.62,0.7,1
0.000072778,32.99,0.65,1
0.000143333,35.03,0.57,1
0.000141667,35.21,0.52,1
0.000220556,35.18,0.48,1
0.000173333,34.74,0.47,1
0.000127222,34.7,0.49,1
0.000106667,33.91,0.51,1
0.000168889,32.62,0.49,1
0.000198333,31.18,0.47,1
0.000221111,29.95,0.5,1
0.000182778,28.95,0.52,1
0.000171667,27.89,0.55,1
0.000185,26.98,0.56,1
0.000117222,25.79,0.56,1
0.000158333,24.69,0.56,1
0.000203889,23.59,0.54,2
0.000190556,22.05,0.57,2
0.000226111,20.97,0.58,2
0.000219444,20.14,0.58,2
0.000222778,19.15,0.62,2
0.000225,19.61,0.59,2
0.000131111,18.89,0.6,2
0.000198889,18.69,0.59,2
0.000024444,18.09,0.6,2
0.000139444,20.09,0.52,2
0.000135556,21.29,0.47,2
0.000214444,22.46,0.42,2
0.000213333,24.09,0.38,2
0.000197778,25.15,0.36,2
0.000141111,25.52,0.36,2
0.00017,25.42,0.36,2
0.000199444,23.66,0.37,2
0.000205556,21.57,0.43,2
0.000371111,20.18,0.47,2
0.000388333,19.63,0.47,2
0.000242778,19.17,0.46,2
0.000173333,18.16,0.48,2
0.000163889,16.83,0.54,2
0.000200556,15.72,0.58,2
0.000144444,13.56,0.68,3
0.000176667,13.02,0.71,3
0.000236667,12.52,0.73,3
0.000233333,12.81,0.75,3
0.000246111,14.31,0.73,3
0.000203333,16.1,0.72,3
0.000200556,18.48,0.65,3
0.000126111,18.54,0.63,3
0.000122222,18.79,0.6,3
0.000151111,21.12,0.54,3
0.000238889,22.11,0.5,3
0.000197778,22.71,0.46,3
0.000188889,24.2,0.44,3
0.000120556,23.62,0.47,3
0.000226667,24.26,0.42,3
0.000128889,23.81,0.47,3
0.000201111,23.09,0.44,3
0.000146111,20.52,0.5,3
0.0002,17.97,0.63,3
0.000208889,33.54,0.66,3
0.000202222,15.43,0.65,3
0.000206667,13.55,0.73,3
0.000198889,12.21,0.74,3
0.000150556,12.99,0.74,3
0.000147778,13.3,0.74,4
0.00022,15.41,0.71,4
0.000447222,16.93,0.67,4
0.000451667,19.04,0.57,4
0.000408889,18.32,0.55,4
0.000284444,18.64,0.54,4
0.000173333,18.14,0.55,4
0.000195556,18.36,0.54,4
0.000202222,19.31,0.54,4
0.000213889,22.3,0.48,4
0.000183333,24.7,0.45,4
0.00017,26.34,0.42,4
0.000167778,27.33,0.4,4
0.000158889,28.32,0.39,4
0.000124444,29.38,0.36,4
0.000126667,29.45,0.36,4
0.000117222,28.88,0.37,4
0.000179444,27.56,0.4,4
0.000186111,24.31,0.5,4
0.000198333,24.13,0.51,4
0.000207222,22.83,0.56,4
0.000218333,23.14,0.56,4
0.000196111,28.74,0.46,4
0.000159444,29.45,0.45,4
0.000143333,29.57,0.46,5
0.000138889,29.88,0.46,5
0.000165,30.28,0.47,5
0.000169444,30.64,0.48,5
0.000172778,30.24,0.51,5
0.000156111,30.56,0.58,5
0.000127778,30.78,0.59,5
0.000147222,30.72,0.58,5
0.000119444,31.34,0.55,5
0.000020556,32.01,0.53,5
0.000003333,32.9,0.51,5
0.000081667,33.09,0.52,5
0.000066667,32.56,0.54,5
0.000042222,32.94,0.51,5
0.000023889,32.11,0.51,5
0.000113333,31.74,0.5,5
0.000123889,30.78,0.52,5
0.000143889,30.14,0.53,5
0.000206111,29.25,0.57,5
0.000224444,28.72,0.54,5
0.000205,27.82,0.54,5
0.000171111,26.78,0.56,5
0.000122778,26.62,0.56,5
0.000135,25.65,0.58,5
0.000167778,24.77,0.6,6
0.000203889,23.55,0.63,6
0.000233889,23,0.64,6
0.000238333,21.69,0.64,6
0.000224444,19.24,0.69,6
0.000189444,17.8,0.76,6
0.000128889,18.39,0.72,6
0.000128333,18.45,0.7,6
0.000143333,17.79,0.72,6
0.000175556,20.49,0.66,6
0.000218889,23.12,0.57,6
0.000239444,25.4,0.5,6
0.000201667,26.72,0.49,6
0.000155,27.63,0.48,6
0.000122778,28.08,0.49,6
0.000126111,25.13,0.78,6
0.000149444,24.43,0.81,6
0.000172778,24.29,0.82,6
0.000234444,24.84,0.79,6
0.000223889,25.2,0.79,6
0.000199444,25.29,0.81,6
0.000173333,26.01,0.83,6
0.000138889,27.49,0.82,6
0.000143889,28.63,0.82,6
0.000122222,29.81,0.87,0
0.000162222,32.05,0.89,0
0.000186111,32.78,0.89,0
0.000219444,33.71,0.88,0
0.000217778,34.24,0.89,0
0.000180556,34.89,0.88,0
0.000129444,34.32,0.93,0
0.000122222,35.3,0.93,0
0.000122222,35.36,0.92,0
0.000157778,36.15,0.93,0
0.000196667,37.51,0.9,0
0.000214444,38.58,0.9,0
0.0002,38.66,0.92,0
0.00016,40.4,0.93,0
0.000114444,41.54,0.92,0
0.000149444,41.31,0.92,0
0.000153333,40.82,0.94,0
0.000125556,41.31,0.93,0
0.000168889,40.4,0.94,0
0.000177778,40.14,0.93,0
0.000182778,43.09,0.9,0
0.000204444,42.31,0.84,0
0.000142778,40.87,0.84,0
0.000117778,40.55,0.76,0
0.000127778,39.87,0.71,1
0.000156667,38.9,0.69,1
0.000228333,37.45,0.67,1
0.000196667,36.29,0.64,1
0.00017,35.41,0.62,1
0.000152222,33.02,0.62,1
0.000132222,32.15,0.56,1
0.000165556,29.18,0.62,1
0.000161111,27.75,0.54,1
0.000161667,26.8,0.51,1
0.000166111,26.01,0.48,1
0.000013889,25.26,0.49,1
0.000112778,22.54,0.63,1
0.000106667,21.23,0.58,1
0.000164444,22,0.47,1
0.000201667,21.17,0.45,1
0.000144444,18.58,0.51,1
0.000223889,17.09,0.44,1
0.000449444,15.54,0.53,1
0.000395,14.89,0.47,1
0.000193889,14.1,0.48,1
0.000180556,12.58,0.58,1
0.000165,11.51,0.54,1
0.000186667,11.19,0.53,1
0.000193889,10.93,0.56,2
0.000188889,10.87,0.61,2
0.000228889,10.41,0.62,2
0.000213333,10.39,0.61,2
0.000233889,10.25,0.58,2
0.000222778,10.2,0.62,2
0.000154444,10.56,0.62,2
0.000157222,11.19,0.6,2
0.000183333,11.6,0.59,2
0.000221667,12.6,0.61,2
0.000218889,12.78,0.71,2
0.000203333,13.15,0.74,2
0.000167222,13.33,0.79,2
0.00015,14.31,0.74,2
0.000158889,15.08,0.71,2
0.000228333,15.04,0.69,2
0.000203333,15.51,0.68,2
0.000211111,13.53,0.76,2
0.000417222,11.86,0.81,2
0.00033,10.61,0.82,2
0.000342222,7.98,0.86,2
0.000292222,7.14,0.83,2
0.000162222,6.04,0.84,2
0.000162778,5.49,0.85,2
0.000152778,5.34,0.84,3
0.000133333,4.5,0.83,3
0.000169444,5.7,0.83,3
0.000216111,8.78,0.82,3
0.000200556,10.95,0.79,3
0.000163889,12.69,0.75,3
0.000125556,12.87,0.78,3
0.000141111,11.61,0.79,3
0.000125556,11.42,0.77,3
0.000242778,14.56,0.69,3
0.000420556,15.95,0.61,3
0.000376667,16.95,0.69,3
0.000305,18.33,0.58,3
0.000307778,17.8,0.5,3
0.000036667,17.15,0.42,3
0.000291667,15.4,0.35,3
0.000145,11.12,0.41,3
0.00017,6.88,0.44,3
0.000205556,4.65,0.48,3
0.000190556,2.78,0.45,3
0.000187778,1.37,0.48,3
0.000192222,0.25,0.48,3
0.000170556,-0.86,0.49,3
0.000173889,-2.58,0.5,3
0.000165,-3.65,0.52,4
0.000188889,-4.68,0.54,4
0.000199444,-5.1,0.53,4
0.000200556,-6.1,0.54,4
0.000213333,-7.03,0.58,4
0.000217778,-7.64,0.6,4
0.000181111,-7.82,0.62,4
0.000173889,-7.78,0.67,4
0.000138333,-6.52,0.69,4
0.000348333,-2.59,0.64,4
0.000100556,1.89,0.6,4
0.000126111,7.86,0.54,4
0.000012222,11.92,0.48,4
0.000087778,14.37,0.47,4
0.000278889,15.48,0.44,4
0.000107222,16.83,0.44,4
0.000005,16.3,0.45,4
0.000238333,14.08,0.51,4
0.000432778,13.88,0.51,4
0.000431667,15.15,0.48,4
0.000436667,14.41,0.51,4
0.000412222,14.89,0.5,4
0.000211667,14.68,0.5,4
0.000218889,13.93,0.5,4
0.000206111,13.93,0.51,5
0.000248333,14.54,0.46,5
0.000411667,16.04,0.4,5
0.000372222,15.48,0.55,5
0.000331111,14.76,0.76,5
0.000366667,14.99,0.77,5
0.000186111,15.38,0.8,5
0.000184444,16.79,0.77,5
0.00021,17.08,0.78,5
0.000557778,17.94,0.72,5
0.000222222,19.11,0.68,5
0.000093333,21.16,0.61,5
0.000268889,23.4,0.56,5
0.000105556,24.36,0.53,5
0.000544444,25.27,0.5,5
0.000324444,25.32,0.51,5
0.000000556,23.71,0.56,5
0.000151667,22.55,0.55,5
0.000148889,21.51,0.51,5
0.000146667,20.39,0.51,5
0.000152222,18.02,0.57,5
0.000087222,15.81,0.62,5
0.000116667,14.69,0.65,5
0.000096111,16.6,0.6,5
0.000080556,16.19,0.68,6
0.000126667,15.01,0.65,6
0.000154444,14.68,0.65,6
0.00015,13.62,0.61,6
0.000147778,12.58,0.67,6
0.000087222,12.09,0.66,6
0.00012,11.23,0.66,6
0.000117222,10.86,0.61,6
0.000083889,9.91,0.66,6
0.000158333,11.73,0.57,6
0.000290556,13.79,0.49,6
0.000349444,15.02,0.47,6
0.000208333,15.66,0.45,6
0.000241667,17.26,0.41,6
0.000095,18.02,0.37,6
0.000097778,17.49,0.37,6
0.000111111,17.25,0.35,6
0.000145556,14.64,0.41,6
0.000354444,11.27,0.47,6
0.000358333,7.82,0.57,6
0.000353333,4.6,0.64,6
0.000253333,2.97,0.68,6
0.000116111,1.29,0.72,6
0.000118333,1.06,0.75,6
0.000121667,-1.45,0.77,0
0.000172778,-0.15,0.76,0
0.000157778,2.41,0.73,0
0.000157222,6.38,0.6,0
0.000158889,7.92,0.59,0
0.000151667,5.16,0.66,0
0.000122778,3.47,0.72,0
0.000130556,3.06,0.75,0
0.000118333,7.41,0.66,0
0.000128333,9.93,0.62,0
0.000151111,13.39,0.53,0
0.000162778,16.08,0.5,0
0.000129444,18.12,0.46,0
0.000147778,20.27,0.42,0
0.000055,21.98,0.44,0
0.000088889,23.82,0.4,0
0.000112778,24,0.41,0
0.000145,24.08,0.44,0
0.000362222,23.79,0.47,0
0.000308889,24.33,0.51,0
0.000358333,24.92,0.53,0
0.000195556,25.76,0.52,0
0.000105556,26.54,0.55,0
0.000114444,27.3,0.53,0
0.000065556,27.6,0.57,1
0.000086667,28.5,0.52,1
0.000147222,28.83,0.63,1
0.000138333,27.15,0.83,1
0.000142778,26.19,0.9,1
0.000136667,26.84,0.91,1
0.000087778,26.89,0.91,1
0.000043889,27.3,0.88,1
0.000317778,28.14,0.88,1
0.000298889,29.01,0.88,1
0.000353333,29.48,0.91,1
0.000129444,30.44,0.91,1
0.000293889,30.67,0.92,1
0.000437778,30.95,0.94,1
0.0002,31.63,0.92,1
0.000185556,32.24,0.91,1
0.000176667,33.31,0.89,1
0.000141111,33.32,0.88,1
0.000215556,32.5,0.9,1
0.000183333,32.02,0.92,1
0.000179444,32.64,0.87,1
0.000207222,32.5,0.86,1
0.000120556,31.23,0.8,1
0.000165,30.24,0.8,1
0.000171111,29.03,0.77,2
0.000171111,26.92,0.74,2
0.000216111,23.83,0.69,2
0.000148333,20.8,0.68,2
0.000223333,16.62,0.71,2
0.000211667,13.87,0.7,2
0.000176667,10.49,0.68,2
0.000182222,8.23,0.67,2
0.000365,6.32,0.65,2
0.000223889,6.27,0.58,2
0.000356667,6.99,0.55,2
0.000172778,7.3,0.54,2
0.000269444,8.32,0.53,2
0.000828333,9.42,0.5,2
0.000271111,10.53,0.49,2
0.000315556,10.56,0.48,2
0.000214444,9.64,0.48,2
0.00024,6.43,0.54,2
0.000433333,3.7,0.58,2
0.000376111,0.22,0.69,2
0.000393333,-3.77,0.73,2
0.00032,-4.86,0.75,2
0.000213889,-5.29,0.74,2
0.000211111,-7.53,0.77,2
0.000208333,-9.01,0.77,3
0.000245556,-9.25,0.76,3
0.000441111,-10.27,0.75,3
0.000445556,-10.74,0.76,3
0.000948333,-11.6,0.78,3
0.000827222,-11.42,0.75,3
0.000217778,-11.61,0.74,3
0.000205,-11.02,0.78,3
0.00026,-9,0.76,3
0.000131667,-5.12,0.78,3
0.000002222,1.06,0.8,3
0.000001111,5.45,0.74,3
0.000232778,13.1,0.66,3
0.000151667,19.11,0.63,3
0.000255,20.61,0.62,3
0.000284444,21.52,0.59,3
0.000172778,21.22,0.6,3
0.000187778,14.79,0.74,3
0.000427222,10.7,0.8,3
0.00036,9.03,0.81,3
0.000402778,7.39,0.82,3
0.000220556,5.6,0.83,3
0.000201111,4.74,0.8,3
0.000203333,3.41,0.81,3
0.000202778,3.22,0.8,4
0.00021,5.92,0.81,4
0.000225,8.03,0.82,4
0.000221111,8.62,0.83,4
0.000217222,8.64,0.82,4
0.000215556,8.55,0.83,4
0.000141111,7.87,0.84,4
0.000198889,6.49,0.84,4
0.000015556,6.48,0.84,4
0.000154444,10.22,0.79,4
0.000097222,14.1,0.75,4
0.000081667,18.4,0.69,4
0.000353889,22.06,0.62,4
0.000448889,23.35,0.58,4
0.000221111,24.23,0.55,4
0.000008889,24.44,0.55,4
0.000008889,23.35,0.57,4
0.000013333,19.84,0.64,4
0.000013333,13.39,0.74,4
0.000014444,10.97,0.77,4
0.000012778,9.95,0.79,4
0.000012778,8.24,0.81,4
0.000013333,9.17,0.79,4
0.000013333,8.86,0.82,4
0.000013333,9.77,0.82,5
0.000015,8.36,0.82,5
0.000013333,8.99,0.81,5
0.000014444,12.19,0.83,5
0.000013333,13.49,0.81,5
0.000013333,14.58,0.81,5
0.000014444,16.85,0.77,5
0.000013889,17.74,0.79,5
0.000011111,20.8,0.76,5
0.000012222,27.27,0.66,5
0.000011111,30.08,0.65,5
0.000012778,29.01,0.68,5
0.000011111,28.32,0.65,5
0.000011667,27.14,0.55,5
0.000011667,25.72,0.47,5
0.000011667,23.74,0.44,5
0.000012778,21.27,0.39,5
0.000013333,19.33,0.39,5
0.000013889,17.22,0.38,5
0.000014444,15.15,0.4,5
0.000013333,13.33,0.42,5
0.000012778,11.51,0.43,5
0.000013333,9.94,0.47,5
0.000012222,8.95,0.48,5
0.000011667,7.68,0.5,6
0.000011111,6.71,0.51,6
0.000011667,5.34,0.54,6
0.000012222,4.07,0.54,6
0.000011667,3.84,0.54,6
0.000011667,0.1,0.64,6
0.000011111,-2.88,0.69,6
0.000010556,-4.47,0.7,6
0.000011667,-5.09,0.71,6
0.000011111,1.58,0.58,6
0.000011667,5.84,0.5,6
0.000011667,9.24,0.43,6
0.000012778,10.62,0.41,6
0.000011667,12.76,0.36,6
0.000011667,15.09,0.31,6
0.000011667,17.32,0.3,6
0.000011667,18.01,0.31,6
0.000013889,16.27,0.4,6
0.000012778,18.18,0.35,6
0.000012222,18.77,0.35,6
0.000012222,19.41,0.38,6
0.000011667,20.19,0.4,6
0.000011667,20.53,0.4,6
0.000011667,21.18,0.47,6
0.000011667,22.47,0.55,0
0.000010556,22.91,0.59,0
0.000011111,23.31,0.59,0
0.000011111,26.18,0.63,0
0.000010556,25.96,0.67,0
0.00001,29.45,0.73,0
0.00001,30.97,0.74,0
0.000010556,31.36,0.75,0
0.00001,31.68,0.77,0
0.000012222,34.04,0.78,0
0.000010556,35.26,0.77,0
0.00001,35.81,0.84,0
0.000012778,35.98,0.89,0
0.000013889,37.34,0.9,0
0.000013333,40.37,0.88,0
0.000012778,37.54,0.94,0
0.000012222,37.31,0.94,0
0.000011667,36.7,0.95,0
0.000013333,36.25,0.96,0
0.000013333,35.64,0.96,0
0.000013333,34.69,0.96,0
0.000011667,33.76,0.95,0
0.000011111,33.1,0.98,0
0.000012222,33.61,0.95,0
0.000012222,33.76,0.94,1
0.000012778,34.62,0.92,1
0.000012222,34.72,0.91,1
0.000013889,35.06,0.85,1
0.000012778,34.88,0.85,1
0.000012222,34.57,0.84,1
0.000012222,34.52,0.81,1
0.000013889,34.59,0.79,1
0.000011667,34.45,0.76,1
0.000010556,34.4,0.74,1
0.000015556,34.55,0.71,1
0.000014444,34.74,0.69,1
0.000012222,34.71,0.69,1
0.000010556,34.7,0.67,1
0.000011111,34.61,0.66,1
0.000012222,34.48,0.65,1
0.000012778,32.95,0.66,1
0.000012222,32.39,0.64,1
0.000013889,31,0.66,1
0.000013889,30.57,0.64,1
0.000012778,29.58,0.66,1
0.000013333,29.25,0.67,1
0.000013333,28.56,0.68,1
0.000012222,28.4,0.66,1
0.000012778,27.7,0.67,2
0.000013333,27.51,0.66,2
0.000013889,27.32,0.64,2
0.000012222,26.58,0.68,2
0.000012778,25.6,0.68,2
0.000012778,25.25,0.66,2
0.000012222,24.48,0.65,2
0.000017222,23.99,0.63,2
0.000016111,22.6,0.66,2
0.000013333,22.88,0.63,2
0.000013333,23.92,0.61,2
0.000011111,24.93,0.56,2
0.000010556,26.54,0.52,2
0.000011111,27.13,0.46,2
0.000010556,28.69,0.41,2
0.00001,28.53,0.41,2
0.000006111,27.02,0.41,2
0.000007222,25.15,0.46,2
0.000006667,23.28,0.48,2
0.000006111,21.57,0.53,2
0.000006667,20.38,0.57,2
0.000006111,19.77,0.55,2
0.000006111,18.23,0.6,2
0.000005556,16.67,0.65,2
0.000006667,14.82,0.72,3
0.000006111,14.06,0.68,3
0.000005556,12.1,0.78,3
0.000006111,10.72,0.78,3
0.000006111,10.49,0.76,3
0.000005556,9.55,0.8,3
0.000006111,8.58,0.79,3
0.000007778,7.13,0.81,3
0.000012222,7.3,0.8,3
0.000012222,11,0.78,3
0.000010556,13.57,0.7,3
0.000003889,16.68,0.63,3
0.000005556,19.32,0.58,3
0.000008333,21.84,0.52,3
0.000010556,23.11,0.51,3
0.000000556,24.55,0.47,3
0.000001667,25.34,0.47,3
0.000001111,24.03,0.54,3
0.000005,19.69,0.68,3
0.000000556,17.83,0.74,3
0.000001111,16.1,0.76,3
0,16.77,0.77,3
0.000001111,17,0.78,3
0.000001111,18.01,0.76,3
0.000000556,18.63,0.74,4
0.000001111,18.94,0.73,4
0,19.02,0.75,4
0.000001111,19.07,0.77,4
0.000001111,19.51,0.76,4
0,19.21,0.79,4
0.000000556,19.36,0.77,4
0.000005556,19.63,0.79,4
0.000007222,19.94,0.77,4
0.000010556,21.92,0.74,4
0.000013333,24.6,0.65,4
0.000011667,27.11,0.6,4
0.000011111,28.66,0.61,4
0.000011111,30.17,0.58,4
0.000011111,30.59,0.56,4
0.000009444,30.2,0.59,4
0.00001,29.03,0.65,4
0.000012222,28.23,0.68,4
0.000015556,27.71,0.68,4
0.000017222,25.96,0.69,4
0.000017222,25.55,0.66,4
0.000013333,23.38,0.64,4
0.00001,22.22,0.61,4
0.000009444,21.9,0.6,4
0.00001,20.74,0.68,5
0.000012778,21.2,0.68,5
0.000015556,20.66,0.69,5
0.000010556,19.03,0.73,5
0.000012778,17.03,0.76,5
0.000011667,16.6,0.78,5
0.000011667,17.1,0.78,5
0.000013333,16.6,0.79,5
0.000015,16.88,0.82,5
0.000013889,22.33,0.72,5
0.000004444,25.56,0.66,5
0.000012778,27.5,0.61,5
0.000008889,28.23,0.57,5
0.00001,29.95,0.54,5
0.000008333,30.55,0.52,5
0.00001,31.94,0.48,5
0.000012778,31.91,0.48,5
0.000012222,28.67,0.56,5
0.000012778,24.24,0.67,5
0.000014444,22.7,0.71,5
0.000013889,21.15,0.74,5
0.000014444,20.82,0.77,5
0.000011667,20.75,0.8,5
0.000011111,20.83,0.82,5
0.000011111,20.96,0.82,6
0.000011667,22.74,0.8,6
0.000012222,23.43,0.8,6
0.000012222,23.72,0.82,6
0.000013333,25.28,0.81,6
0.000012778,26.07,0.82,6
0.000012222,26.58,0.88,6
0.000017222,26.75,0.89,6
0.000013333,26.79,0.91,6
0.000013889,27.61,0.89,6
0.000016111,28.69,0.91,6
0.000015556,29.82,0.88,6
0.000015556,30.68,0.87,6
0.000016111,31.49,0.87,6
0.000010556,31.94,0.88,6
0.000011667,33.36,0.83,6
0.00001,32.61,0.83,6
0.000012222,31.74,0.87,6
0.000012778,30.65,0.85,6
0.000013889,29.04,0.83,6
0.000013889,29.26,0.78,6
0.000008889,28.62,0.77,6
0.000008889,29.05,0.76,6
0.00001,29.23,0.78,6
0.000011111,29.39,0.79,0
0.000011667,29.96,0.8,0
0.000012778,30.84,0.78,0
0.000011667,31.53,0.76,0
0.000012222,31.55,0.77,0
0.000011667,32.47,0.77,0
0.00001,32.84,0.7,0
0.000012222,32.44,0.61,0
0.000011667,30.7,0.57,0
0.000012778,30.04,0.55,0
0.000012222,28.92,0.52,0
0.000011667,28.35,0.44,0
0.000011667,28.17,0.4,0
0.000007778,28.29,0.38,0
0.000007222,27.32,0.38,0
0.000007222,26.58,0.39,0
0.000008333,24.36,0.4,0
0.000013889,21.82,0.42,0
0.000015,19.73,0.48,0
0.000012778,18.52,0.5,0
0.000012778,17.34,0.52,0
0.000011667,15.55,0.54,0
0.00001,11.25,0.66,0
0.000012222,11.59,0.63,0
0.000012222,11.05,0.63,1
0.000012222,8.89,0.66,1
0.000012222,9.59,0.65,1
0.000011111,8.59,0.63,1
0.000011111,8.33,0.69,1
0.000011667,7.86,0.61,1
0.000011667,7.6,0.72,1
0.000015556,8.11,0.7,1
0.000015,8.77,0.65,1
0.000015556,9.98,0.62,1
0.000013889,14.59,0.45,1
0.000013889,16.28,0.38,1
0.000015,17.87,0.38,1
0.000015556,19.96,0.4,1
0.000018333,20.48,0.49,1
0.000017778,20.37,0.53,1
0.000013889,19.69,0.6,1
0.000013333,19.46,0.65,1
0.000013333,19.17,0.67,1
0.000013333,18.59,0.66,1
0.000013333,18.02,0.72,1
0.000011667,18.42,0.7,1
0.000012222,19.16,0.64,1
0.000013333,18.56,0.62,1
0.000013333,17.95,0.59,2
0.000013333,17.6,0.51,2
0.000012222,16.91,0.59,2
0.000012778,15.71,0.69,2
0.000013333,14.25,0.79,2
0.000012778,13.5,0.78,2
0.000012778,13.37,0.79,2
0.000012778,11.38,0.79,2
0.000016667,11.49,0.78,2
0.000016111,10.73,0.78,2
0.000016111,10.94,0.78,2
0.000016111,11.08,0.79,2
0.000016667,12.01,0.76,2
0.000012778,12.52,0.73,2
0.000015,12.34,0.71,2
0.000016111,12.11,0.67,2
0.000013889,10.9,0.67,2
0.000012222,10.41,0.66,2
0.000012222,9.42,0.71,2
0.000013333,9.4,0.71,2
0.000013889,9.16,0.71,2
0.000012778,9.22,0.7,2
0.000012778,9.9,0.68,2
0.000012778,9.92,0.69,2
0.000012778,10.57,0.66,3
0.000013333,10.77,0.65,3
0.000013333,10.68,0.65,3
0.000013333,10.55,0.65,3
0.000014444,10.28,0.65,3
0.000014444,9.66,0.65,3
0.000012778,9.45,0.63,3
0.000013889,9.5,0.63,3
0.000016111,9.58,0.66,3
0.000015556,10.8,0.64,3
0.000017778,12.1,0.61,3
0.000016667,13,0.61,3
0.000016667,15.02,0.58,3
0.000017778,17.32,0.55,3
0.000014444,19.09,0.52,3
0.000021111,20.49,0.48,3
0.000012222,20.83,0.47,3
0.000012222,18.82,0.5,3
0.000012222,16.37,0.53,3
